symbol	Central_memory	Effector_memory	Gamma_delta	CD4_naive	NKT	Cytotoxic	nTreg	Th1	Th2	Exhausted	iTreg	CD8_naive	MAIT	Th17	Tr1	Tfh	Bcell	NK	Monocyte	Macrophage	DC	Neutrophil	CD8_T	CD4_T
ZNF148	7.441415778	7.359606517	7.247155914	7.683311107	7.665825285	7.414475994	7.352583654	7.446726849	7.603121623	7.460831413	7.072972094	7.73878024	7.604412054	7.501610235	6.857129767	7.635003742	7.201013022	8.172478949	7.494343076	7.131422556	7.108338029	8.10553191	6.434703839	6.71984715
ZNF154	4.56484138	4.26805232	4.453806701	4.592448626	4.389237906	4.325003221	4.382622513	4.412748183	4.409367062	4.552929563	4.479164724	4.89797012	4.416373285	4.412748183	3.865609472	4.529690481	4.897058584	4.794621396	4.341592537	4.399468539	4.225100683	4.484970852	3.880509865	3.982969041
ZNF155	5.347670543	5.09356133	4.88543957	5.097982627	5.141498736	5.580251643	5.3713181	5.118836201	5.379245029	5.114322131	5.279008502	5.139549006	5.353095258	5.092284525	4.975891403	6.009050944	4.856221553	5.605414402	5.0574364	5.153822493	5.419538451	4.944352277	4.518763391	4.804135703
ZNF157	3.729556024	3.751436055	3.764777397	3.812685129	3.787180397	3.639359567	3.863401772	3.769928314	3.715467841	3.757017122	3.662536283	3.775992702	3.746682113	3.781218126	3.58380275	3.64502221	4.043081542	3.725011587	3.681709299	3.694563673	3.637490972	3.971289709	3.198602049	3.386074217
ZNF16	6.691633887	6.776555932	6.739346386	6.775769428	6.815247007	6.842542337	6.826196403	6.680304851	6.722460917	6.681332681	6.584611284	6.691227138	6.905302637	6.843376289	7.132401296	6.948725914	7.106147022	6.770202169	6.580817385	6.44917613	6.599285285	7.063460425	5.801746875	6.171010467
ZNF160	7.10954757	6.915168853	6.924234501	7.222109132	7.147097035	6.813193273	6.579937099	6.984881633	7.076692095	6.941930186	6.635460985	7.157635358	6.725322947	7.046302467	6.889249365	7.349800857	6.592128843	7.736113878	7.215457925	6.514478303	6.893580505	6.920932937	5.978311096	6.345042292
ZNF165	4.736409641	4.500181657	4.400564108	4.72961445	4.588797656	4.325783469	4.021868086	4.595504849	4.372423732	4.512133777	4.727707677	4.748709478	4.601579988	4.595504849	5.038120406	5.313125644	4.919577428	4.517249257	4.504327653	4.505000022	4.512290156	4.828351638	3.938098832	4.19430918
ZNF174	5.896904519	5.837064851	5.913489587	6.009030895	5.784199305	6.065980094	6.054239388	5.957109171	6.013974755	5.924548529	6.021623807	5.898746825	5.909555636	5.898758894	5.79773602	6.250983391	5.478922746	6.042523208	5.933901991	6.10355821	6.11078953	5.841769496	5.062780531	5.433483237
ZNF175	4.963857078	4.8619484	5.01231139	5.134883244	4.8760879	4.835023387	4.772677969	4.980044369	5.23274964	4.850622765	5.058692017	5.121065716	5.044143036	4.997995407	4.883607593	5.642652479	4.920886325	5.203256491	4.845123985	5.010278693	5.12570848	4.774553454	4.238713602	4.578981793
ZNF177	4.909764723	5.009367612	5.291422607	5.360456563	5.129924041	5.374579697	4.745810009	5.087420017	5.190129708	5.158425873	4.9049184	5.505873252	5.237960518	5.230616887	5.313746966	4.803490087	5.470317981	5.074685153	4.911268704	4.980639468	5.24435804	5.245355334	4.448219853	4.601915655
ZNF559-ZNF177	4.909764723	5.009367612	5.291422607	5.360456563	5.129924041	5.374579697	4.745810009	5.087420017	5.190129708	5.158425873	4.9049184	5.505873252	5.237960518	5.230616887	5.313746966	4.803490087	5.470317981	5.074685153	4.911268704	4.980639468	5.24435804	5.245355334	4.448219853	4.601915655
ZNF180	5.358436874	5.389310504	5.400837759	5.325177566	5.492522281	5.356812944	5.360038377	5.392234002	5.367641215	5.356477995	5.482660198	5.345821987	5.335497792	5.423911489	5.491548531	5.863479367	5.399351507	5.7246558	5.312735357	5.295288452	5.106275167	5.416683466	4.58676434	4.95139252
ZNF184	6.529082632	6.47469976	6.801887994	6.416309954	6.176286125	7.358074922	6.767531472	6.459572758	6.878731973	6.52477939	6.379235899	6.304777004	6.321332379	6.5018828	5.721841653	7.207731055	6.188951532	7.37699979	6.069158072	6.514255033	6.087076002	6.067647799	5.649715826	5.921901783
ZNF185	6.163195539	5.989650549	6.102405663	6.670099208	6.541420498	6.310703646	6.37440169	6.343760044	6.415569553	6.336179242	5.874173769	6.692214119	6.374823023	6.424484065	6.322612675	6.176921449	5.818796961	5.748123245	7.547515462	6.327809521	6.924396309	7.499549646	5.395761134	5.712054714
ZNF189	7.009522143	6.990932572	6.858249968	7.043771938	7.022853388	7.093228367	6.980433633	7.130955307	7.128966901	6.899776521	6.755399867	7.358309654	7.032331827	7.072445811	6.901748969	7.690213245	6.650569182	6.975349787	6.666056619	7.25989668	7.359243532	6.679930388	6.052073894	6.409073731
ZNF195	7.391154757	7.320301647	7.237324795	7.242465824	7.326862987	7.039161858	7.009608011	7.1962725	7.159178214	7.362799558	6.972214333	7.46925138	7.476526689	7.1962725	6.555456851	7.870810481	7.152354879	7.807667242	7.200755717	7.012949392	7.123199321	5.856015156	6.308647214	6.514117222
ZNF197	5.815919522	5.780681124	5.841582359	5.761245349	5.751481196	5.44812053	5.827210812	5.690003642	5.684945306	5.634331893	5.909672686	5.556583661	5.634620955	5.822055601	5.606006494	6.343074407	6.558535772	5.530151339	5.513608345	5.521496795	5.554038791	5.972155593	4.815623033	5.302754191
ZNF200	6.260126132	5.987811564	6.36349735	6.600388329	5.959056554	6.203596871	6.030901302	6.331331179	6.287761631	6.085992164	6.119099541	6.411036868	6.101584044	6.155253902	6.244539824	6.456987495	5.574764596	6.809851362	5.828539287	6.125977658	6.232125631	7.305709456	5.28109113	5.63371537
ZNF202	6.409957455	6.507136789	6.414438674	6.561188525	6.370513562	6.590202416	6.587116234	6.534295929	6.421628104	6.414022644	6.151722147	6.606327865	6.337295083	6.471280559	6.538686626	6.000347616	6.976511405	6.659604659	6.181830827	6.220700147	6.01274674	6.276904429	5.547882584	5.833345477
ZNF204P	4.74949995	4.109735003	4.300231458	5.091338626	4.739097372	4.178282566	4.125486757	4.388183556	4.559508848	4.503780408	3.992440367	5.470990815	4.655382677	4.387479025	4.194020246	4.118237062	5.214436914	4.680092176	4.40568379	4.479974383	4.454237132	4.633451354	3.991274328	3.958053657
ZNF205	6.255392466	6.293730728	6.35622994	6.328608878	6.516837175	6.463279659	6.424203495	6.406083654	6.376532199	6.342442524	6.382456341	6.33496181	6.408583711	6.428948139	6.853043314	6.032242725	6.356624251	6.236368823	6.382272155	6.227484922	6.505184608	6.651030994	5.438454319	5.793675983
ZNF205-AS1	4.704201944	4.790374803	4.865511634	4.816100669	4.66614197	4.790492689	4.852427649	4.792693958	4.774106965	4.777353656	4.872365944	4.789140142	4.798507503	4.784250096	5.030060133	4.964999696	5.120894138	4.7850693	4.651012238	4.643147138	4.588284431	5.137035768	4.106012445	4.393000809
ZNF207	8.351549418	8.391169078	8.244310977	8.718091504	8.323848012	8.729436048	7.910881925	8.490258724	8.959607604	8.530361656	9.028988184	9.108262221	8.504847959	8.490258724	8.938673933	9.160488839	8.142050608	9.239257738	8.492209376	8.542086293	8.997276276	6.747763617	7.366401826	7.860114844
ZNF208	4.481842726	4.340871019	4.232831612	4.302896951	4.257308602	4.318548497	4.265207841	4.248493251	4.232278042	4.336998015	4.367307666	4.425875158	4.308102359	4.285596147	4.15125151	4.773671094	4.670907193	4.413804765	4.146636115	4.154408362	4.059051508	4.727941524	3.755054621	3.951078123
ZNF595	4.481842726	4.340871019	4.232831612	4.302896951	4.257308602	4.318548497	4.265207841	4.248493251	4.232278042	4.336998015	4.367307666	4.425875158	4.308102359	4.285596147	4.15125151	4.773671094	4.670907193	4.413804765	4.146636115	4.154408362	4.059051508	4.727941524	3.755054621	3.951078123
ZNF718	4.481842726	4.340871019	4.232831612	4.302896951	4.257308602	4.318548497	4.265207841	4.248493251	4.232278042	4.336998015	4.367307666	4.425875158	4.308102359	4.285596147	4.15125151	4.773671094	4.670907193	4.413804765	4.146636115	4.154408362	4.059051508	4.727941524	3.755054621	3.951078123
ZNF20	5.813889096	5.739698749	5.681651856	5.728807517	5.903837786	6.14585896	5.894980377	5.813984755	5.844130512	5.788017725	5.828808511	5.809230478	5.940034765	5.925440109	5.810565715	6.390459698	5.801210581	5.94537854	5.812415612	5.715282886	5.749736985	6.678878037	5.051434717	5.341417933
ZNF625-ZNF20	5.813889096	5.739698749	5.681651856	5.728807517	5.903837786	6.14585896	5.894980377	5.813984755	5.844130512	5.788017725	5.828808511	5.809230478	5.940034765	5.925440109	5.810565715	6.390459698	5.801210581	5.94537854	5.812415612	5.715282886	5.749736985	6.678878037	5.051434717	5.341417933
ZNF211	7.961042918	8.005273473	7.628591268	7.965802236	7.794325006	8.349643392	7.668364318	7.696734509	7.525307086	7.756089837	7.38746843	8.155103048	7.64851665	7.881597238	7.628543925	8.772932478	8.308116745	8.156828223	7.777838896	6.980845096	7.311716364	7.782241468	6.856216736	7.09835563
ZNF212	7.721275891	7.85695788	7.782269117	7.782108709	7.672154004	7.873653903	7.434940158	7.551932715	7.718573499	7.682399492	7.569114373	7.750607572	7.668618892	7.84164025	7.333277801	8.148590442	7.956349484	7.465375342	7.672873737	7.480062065	7.986787202	7.538852882	6.649623786	6.984765933
ZNF213-AS1	5.894147144	5.844361842	5.925125163	6.102922155	5.742359703	5.485210392	5.787083364	5.80199663	5.90728526	5.6735197	5.968298179	6.221849285	5.874672677	5.793753697	5.311480486	6.763787979	6.711044613	5.67081566	5.597326775	5.717735479	5.619257466	6.091080061	5.010538521	5.380188027
ZNF214	4.229868729	4.24899046	4.337334833	4.310576547	4.362827483	4.311386984	4.395849668	4.238611266	4.269922186	4.294303229	4.267850374	4.227405349	4.27340997	4.25476632	4.211064249	4.399578914	4.323049745	4.369035494	4.224677767	4.292967511	4.070993237	4.271823187	3.662333758	3.888316996
ZNF215	5.260407786	5.198086264	5.281815865	5.269589443	5.209470804	5.266573791	5.212559199	5.175477302	5.20200766	5.271915183	5.278534316	5.231609308	5.19533322	5.216575134	5.11158842	4.999615208	5.75835624	5.054348578	5.126054021	5.089710325	5.148163226	5.601554408	4.493630962	4.719693437
ZNF217	8.712090721	8.280467883	8.160860236	8.629094313	8.352591881	8.669270282	8.366690301	8.33034947	8.6640899	8.510719524	8.55925836	8.8846611	8.509698581	8.317523995	8.259129425	8.789655751	7.389162945	8.759388058	9.269791565	8.410417807	8.699663473	9.278800602	7.339736088	7.738366313
ZNF219	6.453514889	6.436593612	6.542595376	6.531545336	6.545166627	6.609930143	6.504909804	6.430112159	6.469380605	6.482804728	6.478840437	6.529007764	6.536921219	6.502561357	6.685220119	6.702180675	6.561191691	6.310445835	6.373356541	6.764519019	6.512805733	6.821199667	5.577556686	5.922444106
ZNF22	8.057237344	7.905395904	7.965343792	8.349737378	8.046938394	8.350702288	7.474310245	8.218594407	8.25387173	8.01569684	7.519403617	8.427067456	7.783042812	8.165141549	7.4353319	7.705843227	7.721820284	9.138934286	8.001415807	7.473359434	7.770209678	6.801523655	6.974873141	7.155796248
ZNF221	4.694334495	4.683837979	4.772894134	4.699910638	4.639748682	4.452924783	4.77585598	4.698682614	4.702689038	4.737263187	4.630962878	4.688542795	4.718041318	4.684083503	5.092330358	4.980801382	4.592062468	4.766018597	4.684265981	4.747053259	4.843259089	4.429964696	3.993678522	4.33120607
ZNF222	6.183153408	5.944544903	5.522177163	5.805818142	6.034360112	5.955709711	5.634503827	5.946486088	6.097676527	5.935730302	5.68887711	5.962856461	6.061672649	6.060072184	5.249751378	6.755230575	5.429519129	6.395783151	5.764276771	5.969222093	6.069621583	6.384592665	5.147795243	5.390558867
ZNF223	4.692271229	4.514629428	4.478453445	4.894275374	4.558130211	4.706250209	4.419655734	4.673236165	4.626707818	4.660917895	4.419581937	5.0131103	4.65777797	4.675591582	4.759942264	5.499230995	4.737707901	4.628754961	4.545982304	4.707530331	4.902086806	4.499462332	4.019574758	4.295976388
ZNF224	6.408804589	6.2173966	6.087002954	6.517679901	6.454739054	6.465395139	6.162356029	6.212104531	6.328219157	6.349743925	6.00430221	6.61533463	6.711026313	6.405966991	6.208429117	6.586057427	6.336265877	6.921905945	5.973715292	5.869473193	6.890952557	5.935060082	5.498729721	5.742414823
ZNF225	4.909255667	4.920651522	4.81246902	4.904097399	4.978861986	4.57944014	4.88772417	4.957328066	5.086760977	4.913747157	5.180511022	5.008256214	5.175729615	4.957328066	4.612938311	5.785523839	4.773241427	5.246423965	4.870534672	5.053005105	4.957393514	4.751068989	4.199587186	4.598027143
ZNF226	5.769201128	5.727023781	5.667977468	5.932009097	5.746463894	5.839664512	5.898853734	5.82879715	6.019614081	5.88453799	5.638046395	6.121777806	6.069259384	5.836938991	5.102222057	6.2563038	5.489948806	5.756820865	5.934215761	6.020066218	5.931035792	5.264421487	5.033288123	5.26249558
ZNF227	6.154645611	6.060722234	6.409889661	6.221069805	6.19358893	6.412393479	5.965207088	6.298268033	6.375751683	6.20419298	6.232046252	6.20246717	6.311843279	6.298268033	5.901298369	6.563350337	5.65602003	6.947520691	5.979554228	6.001896035	6.001912169	5.646173894	5.344739345	5.648044254
ZNF23	6.5314713	6.53617344	6.508698883	6.580654211	6.607230226	6.749701177	6.310809541	6.424117287	6.520823823	6.374544338	6.117557338	6.927198246	6.328814728	6.474090144	6.534992946	6.675722112	6.855526201	6.994846101	6.124384528	6.297269214	6.043675625	5.650681079	5.610598507	5.862940952
ZNF230	4.786716728	4.78842059	4.530369748	4.913350288	4.698124087	4.640793863	4.466028093	4.656355622	4.692632441	4.803823026	4.774982575	4.686080774	4.716757008	4.655151998	4.59575568	5.322818009	4.335834461	5.144486001	4.658437734	4.600548978	4.852500531	5.222316319	4.046929365	4.327561757
ZNF232	6.79921774	6.333600398	6.872155684	6.859910386	6.820943864	7.128409314	6.275834959	7.039696211	6.970886635	6.653412532	6.70812323	6.948976077	6.901245134	6.935041942	6.928598238	6.633843897	6.735278483	7.101388607	6.167351765	6.916793594	6.767862918	6.367711205	5.826358819	6.117766459
ZNF234	4.403040867	4.258450374	4.163945468	4.475022416	4.362873286	4.180509304	4.558672666	4.442793541	4.507378981	4.362222002	4.53133181	4.539487199	4.472665989	4.439354997	4.006049812	4.926499489	4.425565729	4.547826402	4.347520842	4.386280732	4.408799791	4.4047276	3.729442292	4.060186655
ZNF235	5.305490848	5.266126104	5.182240428	5.334799322	5.317105879	5.139206868	5.115252504	5.265816736	5.3039431	5.32623686	5.277438434	5.373939008	5.273244255	5.271288529	5.102434053	5.744267242	5.690778411	5.337081221	5.087710785	5.155566741	5.104556542	5.278399525	4.514138217	4.813721762
ZNF236	6.438644282	6.492133207	6.588712912	6.509296853	6.202108435	6.726280568	6.381681575	6.33956105	6.390706524	6.38862171	6.236447145	6.522227601	6.42104794	6.42730892	5.987240967	6.980562783	7.20687798	6.303078966	6.392523625	6.272561937	6.094016538	6.975501385	5.61346139	5.833828405
ZNF239	5.566538329	5.449362089	5.344213153	5.663586976	5.471534248	5.175257752	5.201912083	5.517802018	5.587233662	5.47873265	5.065115337	6.269559893	5.457276611	5.435357845	6.311996442	4.812704253	6.599106342	5.330288212	5.387443412	5.254050028	5.270623257	6.375260842	4.771362594	4.98622848
ZNF24	7.768327723	7.444145636	7.651379261	7.695497817	7.757669395	7.883403728	7.428282268	7.647232769	7.477713245	7.424675532	7.953214605	8.097049332	7.633782239	7.812149326	7.715839764	8.102028516	7.656926723	8.383265017	7.556028799	7.225741266	7.392268247	7.822203267	6.58458363	7.010224288
ZNF248	5.873523828	5.864435355	6.015105238	6.180642114	6.151226784	5.8477778	5.755039547	6.039189598	6.129109964	6.009966979	5.946033338	6.235653493	5.995650468	6.068996526	5.341314059	6.293274678	6.274066397	6.060284092	5.839672989	5.823632866	5.721430276	6.270685448	5.113103259	5.414936425
ZNF250	5.242196297	5.324417663	5.366141125	5.340210082	5.076427317	5.184482706	5.455117986	5.170491011	5.313599825	5.184759204	5.218924039	5.156896681	5.238656643	5.388351949	5.125847857	5.930091419	5.314363505	5.264735633	5.318261344	5.233684162	5.313166155	5.120729147	4.472928348	4.873643598
ZNF253	6.24790413	6.077475346	6.20092235	6.611917606	6.103732847	6.117286888	6.063058806	6.273884225	6.335002243	6.282403647	6.359110422	6.722522311	6.337071782	6.185936783	5.918395823	6.408456844	6.558853467	6.564394267	5.870808958	6.170271219	6.282495366	6.186112626	5.39838517	5.66655668
ZNF254	5.355399585	5.150450165	4.952853113	5.263282305	5.146080837	5.070586983	5.196655445	5.259340273	5.155715222	5.283566424	5.335870882	5.512641065	5.272825815	5.191958197	4.82714684	5.56520533	5.013941257	5.479639257	5.154015778	5.25192807	5.169187323	4.896222769	4.531616137	4.748562404
ZNF257	4.116453533	3.979031927	4.027756566	4.140258254	3.999156663	4.140316769	4.23136108	4.159700214	4.021437814	4.027130333	4.215366111	4.073012521	4.143112792	4.159700214	4.123110675	4.555711677	3.991128421	4.690088424	4.017821165	4.08798421	3.989829616	4.102863022	3.502682769	3.788816275
ZNF259P1	5.490266767	5.440387211	5.59596008	5.437058859	5.42163167	5.412694198	5.545385653	5.546710067	5.514017984	5.391012312	5.320920527	5.327012064	5.390212218	5.503337543	5.111193127	5.183542053	5.030035853	5.727254588	5.459516426	5.566722473	5.47030072	5.147094174	4.635535162	4.903679777
ZPR1	7.652454442	7.588550654	7.764190134	7.459423393	7.18734554	7.392814988	7.659874116	7.692793335	7.559017444	7.520630668	7.538636896	7.111034368	7.333775382	7.375995822	7.236916194	7.342133994	6.8619777	7.94049991	7.42781689	7.698568941	7.522733049	6.643012663	6.33379522	6.827363434
ZNF26	7.092018286	7.116280354	6.853631906	7.195483729	7.254144227	7.394247623	6.624673003	7.022152271	6.964029535	6.936480331	7.269414144	7.143217772	6.947605284	7.135695064	6.567811816	7.467863968	7.675898092	7.314488566	6.804104258	6.618032119	6.479019504	7.162189344	6.108555534	6.37044329
ZNF264	7.521443633	7.471046151	7.138943346	7.436198051	7.252630833	7.283126207	7.016424077	7.083523053	7.135197708	7.186956326	6.787822556	7.327355846	7.147847682	7.256876447	6.743397882	7.415769524	7.730304872	7.951638693	6.635871249	6.73010565	6.962921223	7.359397567	6.265706461	6.532664601
ZNF266	9.402694828	9.365443754	9.175103744	9.486920938	9.623662176	9.796058238	9.359836996	9.312598702	9.252098991	9.326325624	8.893424745	9.597552888	9.125794543	9.423679712	8.909684563	9.505850396	9.634891536	9.911808995	9.440535754	8.500311206	8.998617657	8.437114304	8.099706768	8.444484694
ZNF267	8.359574221	8.315554184	8.545730478	7.543595576	7.372844172	8.424308761	8.963555468	8.38378524	8.205047871	8.07064199	7.845750441	7.717202286	8.028815804	7.859473333	9.104510749	7.563266831	6.731263711	8.788285476	7.361017078	8.574903179	8.716035755	7.758994805	6.862321627	7.497166774
ZNF268	5.420591212	5.254467531	5.348746238	5.554880415	5.330826844	5.478246452	5.022267852	5.379798317	5.472149632	5.318452653	5.378459619	5.460409963	5.327025914	5.33321287	5.727023987	4.946603587	4.998447802	5.606925295	5.230837662	5.375612238	5.595141293	5.135319443	4.6257312	4.843840568
ZNF271	5.428124494	5.640870045	5.326637994	5.71902969	5.447552186	5.743494403	5.476075418	5.54245102	5.73312272	5.566233225	5.794282053	5.46700129	5.47177312	5.54245102	5.055983196	6.400343455	5.016183207	6.235850679	5.498447853	5.746595457	5.541640288	4.968341966	4.724560596	5.119014544
ZNF273	6.444432853	6.083299984	6.086222911	6.284810447	5.846785231	6.174136769	5.875116361	6.212199748	6.053308334	6.090065254	5.899680848	6.513750737	6.181758458	6.264593353	5.964307653	5.795947052	6.484455063	6.684895105	5.762112302	5.762407452	6.044198347	5.93375881	5.377583161	5.52978195
ZNF274	8.012864096	7.710325499	7.703273312	8.378410976	8.123344214	7.829844059	7.506748308	7.799004518	7.885806605	7.92276416	7.61450833	8.614536085	7.918131937	8.034495448	7.704538247	7.821262057	7.676832229	8.207436358	7.06219737	7.961530745	8.629171228	8.330861588	6.870922534	7.130997772
ZNF276	7.00640767	7.214815386	6.857718938	7.336799498	7.271945694	7.291916911	6.803625286	7.012012337	6.966151191	7.124388123	6.965717369	7.226695787	7.048436384	7.096538564	6.892154955	6.790704414	7.061341438	7.49625014	7.014155312	6.871756225	6.815549791	7.098134724	6.119475298	6.365217141
ZNF277	6.766332226	6.674086721	6.476617666	6.701042315	6.758624517	6.441418977	6.445259703	6.652972951	6.473553639	6.677542314	6.470382126	6.883488324	6.571130756	6.766364004	6.919357254	6.516619687	6.904598255	6.373277692	7.164925156	6.365901188	6.827242484	6.279047736	5.727847561	6.028626502
ZNF280A	4.839751479	4.835387686	4.883021574	4.884089604	4.839864091	4.870935275	4.899156252	4.876339262	4.866410112	4.931053793	4.844484787	4.900868321	4.877829119	4.969540129	4.798987024	4.695624562	5.175068681	4.808574114	4.839933556	4.801006279	4.945160856	5.184689798	4.187743853	4.409212134
ZNF280B	5.619144149	5.731149127	5.722811433	5.492908227	5.651774785	5.833169006	5.422417142	5.469403224	5.55554917	5.464225126	5.687882816	5.791593631	5.440157182	5.417748091	5.448426	5.231827367	5.542767609	5.911657867	5.535215174	5.527297955	5.480721739	5.608932616	4.842056158	4.996139122
ZNF281	7.760023233	7.947351724	7.758333898	7.614828183	7.476776734	8.278130436	7.734811041	7.664894668	7.513457164	7.774836116	7.495925601	7.784786976	7.371249739	7.835430893	8.028777615	8.099192519	7.065140662	7.428570857	7.825488017	7.493818205	7.190097923	8.374466711	6.692042017	7.068974986
ZNF282	6.819794271	6.84319165	7.066404846	6.712831084	6.723866457	6.744156688	7.116858241	6.819974843	7.080514033	6.715837478	7.092654398	6.588995531	6.899907178	7.026923465	7.19763828	6.605376201	6.283646016	7.14546356	6.908899218	6.663946136	7.161347332	6.882063231	5.807712758	6.276164291
ZNF286A	5.997518063	5.987919947	5.935906381	5.797084307	5.780435835	6.079207672	6.107238538	5.887713299	5.890784715	5.798355777	5.903428901	5.762665695	5.932117862	5.867171562	5.866321822	6.435065347	6.343353334	5.947576451	5.57109758	5.798466726	5.563486353	6.21048139	5.085375791	5.426097385
ZNF287	4.67808014	4.525505703	4.701221195	4.834454716	4.679750965	4.648295231	4.584289085	4.690816481	4.710859578	4.707460049	4.744923483	4.750602985	4.682007581	4.668735356	4.527602266	4.621653887	4.879070364	4.808854419	4.628987439	4.674333754	4.675178663	4.392041922	4.01003747	4.224968983
ZNF292	7.557406017	7.217891859	7.511388175	7.352977575	7.139453267	7.61770085	6.963670847	7.334895776	7.987806878	7.370888232	7.221370737	7.49872226	7.246125459	7.233263205	7.335299236	7.587259943	7.161254129	8.494260116	7.459571472	6.304939328	6.705725541	7.364899358	6.317017588	6.711460145
ZNF3	5.667615976	5.774349331	5.731285407	5.810469155	5.780269094	5.687763336	5.927199235	5.653702131	5.82469212	5.565206083	5.670130643	5.566619705	5.688243447	5.627571673	5.859416389	6.288615182	6.267101245	5.600819185	5.551047617	5.342560102	5.50528693	5.904549162	4.840703678	5.259409621
ZNF302	6.452881531	6.063564523	5.983833648	7.108062728	6.290753347	6.374044592	6.157949034	6.206020017	6.225145956	6.240873992	5.878581531	7.313565646	6.51795113	6.168394544	6.151511429	7.395851844	6.167979998	7.645259156	6.029536312	6.314341946	6.563705712	5.311406697	5.619655836	5.785416375
ZNF304	5.861387086	5.628561174	5.985857689	5.646951196	5.794406322	5.166437936	5.394612325	5.864732971	5.744949568	5.646234077	5.581515247	5.99110234	5.647982861	5.8080416	5.486499686	6.754965392	5.418119219	6.407861556	5.496234172	5.68719709	5.888416245	5.041273135	4.876480295	5.216715225
ZNF318	6.903155638	6.971687	6.987586012	6.915399512	6.531347791	6.784025662	7.067173405	6.713568483	6.580356437	6.821145937	6.497018797	6.836105427	6.904207158	6.898239239	6.425968691	6.920781659	6.989893864	6.824881431	6.837147364	7.087980398	6.713249778	6.077462302	5.836089952	6.162139646
ZNF32	7.189368643	7.092907606	6.405212397	7.667865673	7.126831264	7.575738401	6.582152188	6.818475219	7.405497038	7.121308626	6.518973978	7.493429118	6.960345418	7.248839983	6.794849304	7.034207049	6.643430323	8.098170908	6.939170974	7.553959399	7.119165688	5.525871085	6.242197385	6.351814596
ZNF322	5.629116847	5.59334753	5.932939656	5.806190813	5.8477436	6.091948266	5.690264409	5.716398903	5.751100821	5.631103752	5.620430769	5.761842508	5.832082767	5.612457102	5.492467228	6.44882421	5.284852113	5.909900954	5.501077441	5.811665163	6.129659367	5.095366733	4.921644453	5.23319237
ZNF324	7.374401355	7.539336577	7.549121543	7.627617517	7.737276796	7.858085997	7.302125248	7.410319361	7.581259696	7.439852103	7.52540069	7.766606775	7.532998748	7.538727515	7.081935595	7.601895288	8.105231494	7.554936111	7.29261261	7.114471391	7.189510124	7.927437361	6.532589955	6.747339145
ZNF324B	5.266542868	5.257721399	5.362740312	5.30609563	5.344310542	5.298669168	5.197271759	5.33636307	5.351892167	5.304767639	5.362529802	5.320864336	5.243611612	5.33636307	5.376002054	5.511905643	5.152409538	5.550910236	5.282623459	5.249824347	5.33970967	5.12143286	4.530765222	4.84009668
ZNF329	6.75592832	6.439580621	5.650456435	6.537789867	6.425620219	6.605371984	6.002060709	5.903161306	6.390825609	6.288478117	5.794325532	7.039786241	6.265480966	6.483072813	6.438009138	7.126465521	6.342092016	7.308698143	5.589642945	6.183949583	6.16861842	6.000091044	5.667652492	5.778315924
ZNF330	7.741209408	7.775286242	7.894871309	7.726442521	7.604760567	7.480131741	7.573879474	7.724646757	7.727004154	7.699831053	7.609288574	7.742213389	7.500471098	7.62114735	7.275233079	7.942479257	7.184563616	7.57246232	7.975634944	8.149731306	7.842743745	6.897181133	6.567939468	6.96299405
ZNF331	8.737715681	7.887597546	7.839487244	8.352140658	8.251878258	8.533527818	7.579056032	7.935070883	7.909381052	8.27864863	7.503978343	8.490252641	8.162176362	8.174757718	7.963271625	8.140925624	8.29157779	8.156201763	7.939670245	8.40631577	8.584031531	6.341770115	7.203726189	7.263284343
ZNF334	4.163975642	4.152233772	4.220942593	4.202286826	4.213845617	4.106341109	4.301613961	4.266881003	4.193866207	4.228309085	4.253280349	4.205666254	4.182249159	4.266881003	4.147464549	4.43043698	4.040365752	4.227527056	4.193374355	4.304882605	4.332420866	4.027691959	3.576349126	3.862163012
ZNF335	6.243273209	6.091662318	6.048450572	6.128788325	6.205847744	5.905174194	6.374938718	6.197194419	6.164057519	6.151204022	6.140441664	6.223107631	6.239503062	6.216220195	6.470769781	5.914723749	6.356761512	5.861777573	6.262312185	6.097055733	6.188777203	6.443281766	5.262457063	5.63099857
ZNF337	8.162298861	8.010874827	8.319595482	8.378832555	8.158201633	8.059085605	7.794299514	8.153234464	7.994404269	8.197279251	7.994666989	8.407937288	7.977885848	8.175756906	7.702124916	8.253276684	8.895078116	8.115484992	7.973852297	7.735915174	7.63921992	8.365282966	7.008620138	7.312360154
ZNF33B	5.732510309	5.642883809	5.759422539	6.093835415	5.859175366	5.580128443	5.439828147	5.779580038	5.793190144	5.70556375	5.803237883	6.160683611	5.556337203	5.963698665	5.240338569	5.219359485	5.945776763	5.646694055	6.22637047	5.516832021	5.587431047	5.259246957	4.926479521	5.144051384
ZNF34	5.931440215	5.99020076	5.709234215	5.928145723	6.041138749	5.800195817	6.213560626	5.777433325	5.724020135	5.662970622	5.345712839	5.837095484	5.903306762	5.890749717	5.646368214	5.525188142	5.740557884	5.700160687	6.122560191	5.617843741	6.232941731	5.301174655	5.043934533	5.258027938
ZNF343	5.786508863	5.738438658	5.759242156	5.75536806	5.733543114	5.968810701	5.563550069	5.693598767	5.599797813	5.682506943	5.696500021	5.856001223	5.668940863	5.695170395	5.852206827	5.654302452	6.181872762	5.500870803	5.601142872	5.607134221	5.492816505	6.239027526	4.963737385	5.164258713
