symbol	Central_memory	Effector_memory	Gamma_delta	CD4_naive	NKT	Cytotoxic	nTreg	Th1	Th2	Exhausted	iTreg	CD8_naive	MAIT	Th17	Tr1	Tfh	Bcell	NK	Monocyte	Macrophage	DC	Neutrophil	CD8_T	CD4_T
NGFR	5.234536433	5.307649076	5.336065057	5.261033697	5.312424322	5.313356889	5.200960509	5.286523293	5.22688173	5.340360852	5.274891678	5.187910829	5.227333765	5.279595095	5.460198611	5.099520865	5.672851359	5.081832863	5.175875999	5.111876292	5.133600224	5.782482793	4.513172561	4.786176948
NGFRAP1	8.978398985	7.705305094	7.936605352	9.10715601	8.417732278	8.277680604	8.277520694	8.38887209	8.561320852	8.46627084	8.067059992	9.8700926	8.197566285	8.578871803	8.076777445	7.203771928	9.997058314	8.192488394	7.933140093	8.768168486	7.432056095	9.435909423	7.379508569	7.51558914
NGLY1	8.456344919	8.470996494	8.282827077	8.395918459	8.604726834	8.761403662	8.433130934	8.303427432	8.449123994	8.509594104	8.530643055	8.611729418	8.173728188	8.348952113	7.892480305	8.758418936	8.833727813	8.738459308	8.236818447	7.964664748	8.008574007	8.48575254	7.261362389	7.646948344
NGRN	8.428300696	8.374490291	8.572466506	8.34240638	8.564079922	8.726938302	8.932755439	8.308343234	8.4829709	8.539031641	8.121290227	8.361408132	8.284004125	8.308343234	8.628659917	8.017929073	7.599817046	8.655218075	8.157758536	8.836890685	8.907802718	7.123175185	7.231597165	7.60823111
NHEJ1	7.051944477	6.77430048	7.015887269	7.187666866	6.813030476	7.247813604	6.868595152	7.152762764	7.132057747	7.031533099	6.917296693	7.144929881	7.001010682	7.004978705	6.521060728	6.454113676	7.046339424	7.26413259	7.478247161	6.801613828	7.008290712	6.281229242	6.039771962	6.256990904
SLC23A3	7.051944477	6.77430048	7.015887269	7.187666866	6.813030476	7.247813604	6.868595152	7.152762764	7.132057747	7.031533099	6.917296693	7.144929881	7.001010682	7.004978705	6.521060728	6.454113676	7.046339424	7.26413259	7.478247161	6.801613828	7.008290712	6.281229242	6.039771962	6.256990904
NHLH1	6.227257336	6.240611821	6.325156843	6.254021916	6.274604972	6.531725832	6.501285619	6.269723044	6.231257843	6.229063354	6.200087802	6.318166638	6.230639165	6.250127011	6.56053435	6.547634749	6.642524694	6.073747303	6.205715256	6.176266998	6.229597331	6.885242361	5.400816093	5.7477471
NHLH2	4.424388085	4.477757184	4.488129577	4.535095202	4.472269982	4.346126366	4.536770543	4.474559506	4.442330638	4.470513208	4.496102207	4.468016242	4.529536834	4.445583548	4.605778062	4.372517136	4.670080011	4.37167803	4.447480724	4.440526035	4.407762022	4.748368679	3.819057186	4.067902121
NHLRC2	5.330819898	5.239055594	5.283226915	5.408965035	5.224828201	5.205705854	5.381955388	5.302019974	5.385853139	5.222434347	5.317723868	5.055932131	5.443031001	5.245804687	5.67424432	5.643488875	5.102926776	5.847726097	4.960680506	5.186494298	5.107979592	5.085028626	4.471141383	4.90082706
NHP2	10.16000776	10.1170254	10.34497549	10.24779893	9.700595149	9.822835183	9.784606819	10.19596329	10.11041171	10.07616107	10.71929974	10.17890654	10.1090677	10.06722833	10.0182089	9.550900906	9.871446836	10.98667275	9.957370009	10.14898166	9.778535362	8.250119355	8.653657357	9.166677058
NHP2P2	7.097513003	7.045123972	7.339717774	7.14506075	6.808355064	6.804474737	6.806285919	7.057904962	7.078801086	6.96188067	7.275667578	7.151758976	7.086620442	7.031711727	6.895892949	6.796582114	6.937570405	7.362956827	7.217108969	7.17102543	7.031354208	6.276342117	6.031820546	6.369838421
NID1	4.935138787	5.01193725	4.883519911	4.915653538	5.066196966	5.163186982	5.203542402	4.932614378	5.059962532	4.90726514	4.669132309	5.09978721	5.040367314	5.028921609	5.07161104	4.794020536	4.968578776	4.652573714	5.994767086	4.875546311	5.068230853	5.031774604	4.315832392	4.537088399
NID2	4.780015214	4.935001287	4.869448987	4.826250003	4.931528572	4.99697756	5.15356856	4.852063178	4.802470211	4.822113964	5.183796015	4.648851724	4.727937375	5.029908266	4.038402099	5.402919199	5.512250877	4.554289299	4.582046224	4.858549255	4.842483836	5.34372124	4.175164281	4.421021984
NIF3L1	8.419312185	8.255561808	8.645688485	8.635760844	8.142799572	8.566654645	8.327557607	8.63051976	8.756479729	8.465158988	8.632925615	8.650309067	8.856172316	8.355199967	8.007898484	8.601978476	7.793965813	9.022789288	8.421137565	8.913428304	8.726855741	6.876515445	7.317525672	7.709224681
NIN	5.852485929	5.786635589	6.040259201	5.884781293	6.169398515	5.757858229	5.606620667	5.830447529	5.859300814	5.864474067	5.856640639	5.979166439	5.921342589	5.79700371	5.21440023	6.382009515	5.87855147	5.661553168	5.865155886	5.719723896	5.901118889	6.374254927	5.034632048	5.275108137
NINJ1	8.36880408	8.510867066	8.29746746	8.581202287	8.067453727	8.123907843	8.083238995	8.514129878	7.987074008	8.427400998	7.517379453	8.640313407	7.877937713	8.691206119	8.959011353	7.75773972	7.388212888	7.560687723	8.728611805	8.850722491	9.152060377	9.777663452	7.185287238	7.543714131
NINJ2	7.069109757	6.994792516	7.20752888	6.333871672	6.301743421	6.328135368	7.900573456	6.793606769	6.235325214	6.529319792	7.055239178	5.850231884	6.703400519	6.793606769	5.976164455	6.40486684	6.321362036	6.205631767	7.552507349	6.505152391	6.787665109	9.024192732	5.603928071	6.10197009
NINL	5.900547159	5.831911287	5.897548586	6.367782426	5.930577363	5.950346733	5.505613129	5.917435166	6.040314899	5.993700544	5.79946309	6.317410715	5.995619975	6.055053423	6.632471481	6.145646412	6.471959027	5.898073073	5.596690501	6.009738545	5.737839482	6.3523616	5.131587309	5.472275098
NIP7	7.548221791	7.570156635	7.551509353	7.361595239	6.986729897	7.540655548	7.414240943	7.581399606	7.734452802	7.220384278	7.9088067	6.878782888	7.295483221	7.382672302	7.434747181	7.09844964	6.687635208	8.6015861	6.983129143	7.49538955	6.971214497	6.533883794	6.30075625	6.805967139
NIPA2	8.393543335	8.428633377	8.39152339	7.986454592	7.996973281	8.373558131	8.453983002	8.399686702	8.470472177	8.235272183	8.345674079	7.847225602	8.184349719	8.29463823	8.071544853	7.998090605	7.964100929	8.510747624	7.968490117	8.610984142	8.316879446	7.802951933	7.044456501	7.533602828
NIPAL2	6.295708426	6.583276318	5.987285824	5.697555937	5.94948255	6.173564537	7.074198227	6.327095676	5.965178955	6.108407552	6.12053879	5.609880685	6.050797123	6.297778465	6.779512301	6.987745772	7.085741449	5.48819439	6.222262096	6.162843116	6.367477337	6.787884692	5.167711412	5.879421513
NIPAL3	6.493107134	6.317172067	6.21317319	6.571515843	6.574739432	6.660501319	6.452106543	6.51757621	6.614304413	6.434289646	6.326125656	6.834184028	6.368264828	6.709664824	6.186859147	6.389085457	6.133269285	6.746339101	6.49483696	6.309186051	6.596892397	6.347303026	5.571268147	5.880243458
NIPBL	7.892348717	7.823686433	7.605338371	8.047050468	7.971304621	8.390425386	7.69987388	7.80055917	7.798475563	7.825287076	7.872846352	8.04474386	7.600940399	7.92927548	7.597378031	7.843007335	7.167361507	8.53473111	8.506933049	7.673222294	7.651509675	8.157481882	6.808436539	7.12868215
NIPSNAP1	8.170333836	8.035073847	8.404648129	8.275173903	7.844188902	7.965965775	8.066887317	8.271665361	8.276256459	8.147875096	8.08256158	8.218968376	7.964296521	8.215169777	8.127172735	7.701203216	8.691589104	7.932995638	7.952108545	7.91675509	7.817801363	8.573973237	6.890857679	7.387967701
NIPSNAP3B	4.181903886	4.149732087	4.155885832	4.298700267	4.293230843	4.168104094	4.002709937	4.225592227	4.214909175	4.264874469	4.363103153	4.208586472	4.358985743	4.432180231	4.039494105	5.211017683	5.351295092	4.099569236	4.057125525	4.021890434	3.940895979	4.992344758	3.614711165	3.924168444
NISCH	8.764755891	8.861497746	8.66522438	8.899391683	8.873632611	9.07598425	8.595154059	8.594997163	8.650300051	8.779180544	8.511474544	8.93998113	8.737668269	8.78084415	8.536286175	8.730139407	8.696040071	8.778022505	8.825851998	8.236436118	9.11289278	8.350695383	7.617671458	7.871691636
NIT1	7.145386208	7.234642533	6.940874037	7.141459288	6.982627268	7.197255474	6.93763607	7.238453175	7.247911724	7.091407021	7.368556905	7.206354835	7.129023172	7.142357876	6.719881686	7.353880296	6.874647077	6.602362015	7.575657287	7.500445656	7.416406042	7.081142424	6.110538315	6.516656053
NIT2	8.455743462	8.392856489	8.755507179	8.421800619	8.153086455	8.83927581	8.520595145	8.53553852	8.669132749	8.453061274	8.811190868	8.261161472	8.350168754	8.438868603	8.503788771	8.561522615	7.819106637	8.47412124	7.896828733	8.992182974	9.065685293	6.808914498	7.277336506	7.749156106
NKAIN1	5.639109665	5.793691807	5.843528129	5.73692089	5.810495694	5.570309122	6.044969353	5.794543666	5.681130729	5.767511722	5.683973217	5.765720044	5.764673064	5.762803792	5.713924903	5.653445528	6.221122453	5.549808019	5.693963165	5.626932858	5.629612371	6.136611726	4.889985841	5.235985305
NKG7	8.395540166	10.36572827	9.664667234	7.224160003	10.20685552	10.32359828	8.82692195	9.086572677	9.417758112	8.618936581	6.952343518	5.697734649	9.217885888	8.572720256	9.348240003	6.312662328	7.889874534	12.58408485	7.934469117	7.17819805	7.299770415	8.358276869	7.587728395	7.740239117
NKIRAS2	7.175692194	7.317913364	7.340453314	7.353071718	7.023636075	7.371153313	7.289353483	7.274925055	7.255829769	7.229543774	6.950014542	7.228331623	7.2758576	7.321230943	7.492301201	7.984226643	6.699608113	7.080488287	7.795288256	7.485720734	7.645366627	6.92229317	6.229281429	6.68169713
NKRF	7.341326641	7.227111731	7.467427311	7.232129923	7.142587451	7.662791828	7.419436093	7.379471198	7.489900843	7.305295612	7.491421093	7.497988099	7.241990929	7.314976099	6.8511581	7.311557797	7.439591467	7.267171481	7.213886527	7.381243432	7.406878222	6.47112438	6.319424595	6.644284417
NKTR	6.649236611	6.629132666	6.752565904	6.582818592	6.308777818	6.814309673	7.061472131	6.557331237	6.646930762	6.542502873	6.922242348	6.898365383	6.51226889	6.37966446	6.77240668	7.16023122	5.936404471	6.339262224	6.133510796	7.022688745	7.144592966	6.964693474	5.745460173	6.141075605
NKX2-1	5.302456396	5.348264306	5.400241354	5.316654624	5.380651275	5.293787289	5.316985851	5.358269048	5.350290595	5.330775349	5.366399085	5.347905813	5.371335451	5.346085427	5.504318964	5.269289662	5.548622646	5.19043003	5.363139433	5.301330029	5.381346203	5.652061727	4.566797231	4.866600806
NKX2-2	3.86466846	3.911193108	3.915162418	3.955498464	3.906508261	3.822220394	3.985651452	3.916365798	3.913711225	3.93070025	3.954817065	3.862893043	3.932946879	3.91260962	3.745625909	4.177076982	3.927617037	3.893367943	3.807069425	3.933367137	4.071186347	4.208728342	3.329721824	3.5757757
NKX2-5	6.100110769	6.054606226	6.170620044	6.22632595	6.134092814	6.02556033	6.100916226	6.130682893	6.123301749	6.114794912	6.163565346	6.075299915	6.21312791	6.145097611	6.152987493	6.276711205	6.348711262	5.984455147	6.039668201	6.065681297	6.109308377	6.360651401	5.222115082	5.585387648
NKX2-8	5.454712403	5.426744979	5.641398127	5.522406836	5.600361927	5.682000301	5.329212322	5.509076725	5.479152718	5.370145948	5.271881376	5.49882189	5.517708663	5.477161506	5.640941763	5.676108506	5.279497456	5.450141972	5.396554239	5.328975107	5.568557987	6.095152122	4.703386132	4.973435539
NKX3-1	5.529126156	5.530282247	5.685215867	5.739183331	5.553960412	5.734155224	5.592930153	5.588351876	5.488313309	5.67541005	5.563378165	5.788098489	5.625089589	5.642223012	5.345582247	5.583649158	5.772209827	5.430546904	5.435188838	5.53549606	5.626463384	6.336738951	4.83975008	5.052892439
NKX3-2	4.726149637	4.78622591	4.75430691	4.720266944	4.677786381	4.609001328	4.684655451	4.761923203	4.659762583	4.744245241	4.780651405	4.764204141	4.748446513	4.763452213	4.945185491	4.712352593	4.796757246	4.715251093	4.633515995	4.748637839	4.628205867	4.771366756	4.051735682	4.318211207
NKX6-1	5.225970254	5.359039574	5.38985998	5.255928165	5.346038145	5.367443686	5.316637693	5.336202709	5.342853496	5.353084909	5.360713596	5.378581932	5.379615759	5.373951094	5.700033607	5.038926216	5.209928428	5.257010774	5.53284512	5.245721523	5.531360188	5.852624199	4.580572379	4.846933215
NLE1	6.315445214	6.290886683	6.481811453	6.534376173	6.121181224	6.340849424	6.205218685	6.590824394	6.711064061	6.289468961	6.694299706	6.461184849	6.290695963	6.485228524	6.45581891	6.039710151	6.87039629	6.397154036	6.300623919	6.153068006	6.026429262	6.876274887	5.42936372	5.843829197
NLGN1	3.790773196	3.784500688	3.746326383	3.802780294	3.698528453	3.780457947	3.909704775	3.806925795	3.780463924	3.827437148	3.724408081	3.722629703	3.868190328	3.834067636	3.945288372	3.643073962	4.027328123	3.610710574	3.829066938	3.719635121	3.866229873	4.085690057	3.242645369	3.461220775
NLGN3	5.940676725	5.898239715	5.940450246	5.915585922	5.863048907	6.031580561	5.900712782	5.911041695	5.805027349	5.893267657	5.821676236	6.051537311	5.942903733	5.886859275	5.818029408	5.619735107	5.957475817	5.857054334	5.867893561	5.80153616	5.922927995	6.434681322	5.109316113	5.315231602
NLGN4X	4.462722964	4.432089214	4.513401846	4.497114021	4.461909359	4.697033679	4.516429257	4.480044061	4.453944368	4.503961328	4.595658547	4.358349047	4.518352656	4.488550873	4.522549024	4.233338005	4.579777415	4.381971183	4.46358169	4.452158355	4.341087589	4.69666497	3.843235183	4.063149216
NLGN4Y	3.919755898	3.874578069	3.935159876	3.920757706	3.907453943	3.809483436	3.986623339	3.947775949	3.916215112	3.922516928	3.905388074	3.841819728	3.969664487	3.925073646	3.861108113	3.913924557	4.000826968	3.851261704	3.93588314	3.951888169	3.950068162	3.860186627	3.338039355	3.561292164
NLK	6.093731727	5.986418065	6.161903185	6.079960324	5.891197181	5.86247424	5.988537543	6.13378864	5.869495073	5.884038641	5.714561934	6.029710746	5.995467488	6.189516808	5.789173508	6.876449074	5.601119766	6.530981267	6.025967254	6.190974096	6.121145585	5.43020521	5.103746927	5.535979986
NLRP1	7.371348232	6.985026488	6.908061286	7.513156943	7.537939067	7.184466263	6.92829816	7.037126657	6.95258294	7.291724935	7.066818568	7.851662692	7.058237191	7.089402653	7.006669239	6.493246832	7.552609428	7.036017869	8.058179069	6.359869126	6.509249785	7.963542257	6.241324713	6.400337508
NLRP2	5.308676714	5.467034727	5.333355005	5.139146947	5.0955912	5.204180853	5.376873959	5.418984018	4.9806985	5.090368877	5.959503271	5.132736353	5.208326488	5.526432122	5.466164763	5.060302198	4.902056105	6.247696745	4.674369276	5.690141536	5.239712469	4.760286754	4.49574726	4.875319854
NLRP3	4.942849506	4.834193458	4.720328119	4.936562124	4.721384122	4.682737344	5.140964594	4.89088563	4.816201581	4.904066839	4.756016193	4.988109936	4.835648589	4.964627829	5.038949046	4.73962896	4.736241731	4.689915551	6.147661832	4.710609871	4.82136812	5.041287152	4.182831132	4.465761982
NLRX1	7.007205951	7.058931828	7.305547572	7.208950073	6.942697011	7.399637016	7.376919305	7.223775957	7.195641042	7.132843143	7.471408987	7.117617888	7.171612497	7.252819507	7.284538597	6.901019741	7.118599208	7.164681568	7.442152927	7.104724059	7.013988657	7.748885469	6.123811325	6.548675214
NMB	6.674666051	6.885638381	6.858726785	6.658970993	6.528968392	6.79801387	7.028855766	6.73194612	6.881515365	6.699815139	7.038378565	6.542480444	6.884198719	6.835748616	6.972882378	6.877027671	6.645640676	6.502974472	6.449688121	6.956277668	6.867695827	6.647276714	5.781450068	6.245756312
NMBR	4.438820158	4.504800935	4.427541425	4.454289489	4.358254356	4.446358991	4.592487252	4.454831772	4.383832366	4.453180848	4.471031037	4.435052894	4.457183837	4.504278257	4.504820544	4.662480359	5.277072092	4.202050134	4.334446937	4.318151505	4.214022864	4.908439609	3.815817741	4.089491637
NMD3	7.723990442	7.83177941	7.836498967	7.570092216	7.680210724	7.498084372	7.540985851	7.710634837	7.686833507	7.803229107	7.848303373	7.515676083	7.604770611	7.305389313	7.043389279	7.297768358	7.675310563	7.721120174	7.150932214	7.917504103	8.435184777	6.41966236	6.536628173	6.860661257
NME1	9.082756466	8.936842071	9.777542434	9.060443653	8.088425412	9.166781291	8.902258548	9.379600545	9.555511624	8.952549681	9.982494172	8.659882749	9.133856989	8.921459605	9.455418044	9.211448256	8.528802181	10.01573294	8.126946338	9.818384342	8.739693513	7.640532946	7.702724289	8.400537961
NME1-NME2	10.88306979	10.6625134	11.11263426	10.67152765	10.52724913	10.60891034	10.97151162	10.80035197	11.02063886	10.88825411	11.37319655	10.73460409	10.89403919	10.75112003	10.87071416	10.05616467	10.55677753	10.9338325	10.81630653	11.31439787	10.892033	8.407573615	9.211137555	9.810040718
NME2	10.88306979	10.6625134	11.11263426	10.67152765	10.52724913	10.60891034	10.97151162	10.80035197	11.02063886	10.88825411	11.37319655	10.73460409	10.89403919	10.75112003	10.87071416	10.05616467	10.55677753	10.9338325	10.81630653	11.31439787	10.892033	8.407573615	9.211137555	9.810040718
NME3	7.680225794	7.554245504	7.457619554	7.892610077	7.450972101	7.975559485	7.69173642	7.6977518	7.709098903	7.769818313	7.393715856	8.059911312	7.729408496	7.706189518	7.989031198	7.575308144	7.292377935	7.773856221	8.174522349	7.561482121	8.197338145	7.449072604	6.678050659	6.980171554
NME4	7.513499659	7.325533676	7.164621349	8.047107223	7.441957442	7.519540035	7.339230627	7.386973321	7.722791427	7.497613274	7.223826426	8.140640901	7.627202706	7.76800901	7.15182901	6.934459852	7.964291271	6.601114277	7.627231607	8.286926059	7.408309549	7.581906273	6.519651	6.76259429
NME5	4.745358821	4.730295852	4.823065345	4.743538639	4.694289503	4.607816489	4.892375618	4.716092263	4.679977053	4.766804927	4.711196147	4.750765753	4.736343364	4.70649103	4.603183529	4.518456689	5.130088692	4.599186125	4.713254209	4.607449443	4.541034957	4.877762899	4.05437527	4.263947756
NME6	6.907855743	6.878371657	6.670746354	6.915955435	7.027657372	6.697833809	7.029818447	6.761445867	6.865104445	6.674852511	6.870481742	6.593644159	6.644376083	6.920130354	7.030827691	6.193063345	7.633356894	6.764888109	6.150391066	6.543556561	6.52612915	7.240981972	5.768507795	6.207985273
NME7	7.002397967	7.274933711	6.700351347	6.745786007	7.13300621	6.658907366	6.927664979	7.001570854	7.218069942	6.976365548	7.784739181	6.592578563	6.576463694	6.942012796	7.762279584	6.98622804	6.532099417	7.32097789	6.703491699	7.314341338	6.271526129	6.480640556	5.845543166	6.534902868
NME8	4.552888497	5.24994563	4.813093886	4.775493339	5.138461031	5.868571511	4.996677647	4.896805321	4.821263668	4.803021947	4.580005985	4.547064016	4.893396067	4.989875289	4.699963382	5.017149055	4.69858851	5.061719408	5.256126938	4.460270748	4.971319814	5.284677593	4.265480535	4.452629112
NMI	9.490266707	9.415523022	9.861471301	9.499021458	9.542748373	9.383905355	9.206424888	9.710437215	9.614359829	9.445206699	9.491344049	8.988962345	9.586293812	9.496431997	9.059882756	9.165025295	8.385073	9.756252543	9.911141045	9.299679194	9.881218599	10.63693335	8.013346916	8.576647072
